Match_ID,Home_team,Away_team,FirstHalf_H,FirstHalf_A,FirstHalf_R,FH_Over_Under_1.5,SecondHalf_H,SecondHalf_A,SecondHalf_R,SH_Over_Under_1.5,Final_H,Final_A,Final_R,F_Over_Under_2.5,Winning_Team,Losing_Team,Payout_Winning Team
2476,Fulham,Tottenham,0,2,A,O,1,1,D,O,1,3,A,O,Tottenham,Fulham,2.38
2477,Bolton,Stoke City,2,0,H,O,3,0,H,O,5,0,H,O,Bolton,Stoke City,2.4
2478,Wolves,Wigan,1,1,D,O,2,0,H,O,3,1,H,O,Wolves,Wigan,1.91
2479,QPR,Manchester City,1,1,D,O,1,2,A,O,2,3,A,O,Manchester City,QPR,1.36
2480,Arsenal,West Brom,2,0,H,O,1,0,H,U,3,0,H,O,Arsenal,West Brom,1.44
2481,Aston Villa,Norwich,1,1,D,O,2,1,H,O,3,2,H,O,Aston Villa,Norwich,1.8
2482,Blackburn,Chelsea,0,0,D,U,0,1,A,U,0,1,A,U,Chelsea,Blackburn,1.4
2483,Liverpool,Swansea,0,0,D,U,0,0,D,U,0,0,D,U,Liverpool / Swansea,Liverpool / Swansea,5.5
2484,Manchester United,Sunderland,1,0,H,U,0,0,D,U,1,0,H,U,Manchester United,Sunderland,1.25
2485,Newcastle Utd,Everton,2,1,H,O,0,0,D,U,2,1,H,O,Newcastle Utd,Everton,2.29
2486,Stoke City,Newcastle Utd,0,2,A,O,1,1,D,O,1,3,A,O,Newcastle Utd,Stoke City,3.25
2487,Tottenham,QPR,2,0,H,O,1,1,D,O,3,1,H,O,Tottenham,QPR,1.4
2488,West Brom,Liverpool,0,2,A,O,0,0,D,U,0,2,A,U,Liverpool,West Brom,1.91
2489,Manchester City,Wolves,0,0,D,U,3,1,H,O,3,1,H,O,Manchester City,Wolves,1.2
2490,Norwich,Blackburn,0,1,A,U,3,2,H,O,3,3,D,O,Norwich / Blackburn,Norwich / Blackburn,3.4
2491,Sunderland,Aston Villa,1,1,D,O,1,1,D,O,2,2,D,O,Sunderland / Aston Villa,Sunderland / Aston Villa,3.3
2492,Swansea,Bolton,0,0,D,U,3,1,H,O,3,1,H,O,Swansea,Bolton,2.1
2493,Wigan,Fulham,0,1,A,U,0,1,A,U,0,2,A,U,Fulham,Wigan,2.6
2494,Chelsea,Arsenal,2,1,H,O,1,4,A,O,3,5,A,O,Arsenal,Chelsea,7
2495,Everton,Manchester United,0,1,A,U,0,0,D,U,0,1,A,U,Manchester United,Everton,1.73
2496,QPR,Chelsea,1,0,H,U,0,0,D,U,1,0,H,U,QPR,Chelsea,8
2497,Blackburn,Tottenham,1,1,D,O,0,1,A,U,1,2,A,O,Tottenham,Blackburn,2.1
2498,Arsenal,Stoke City,1,1,D,O,2,0,H,O,3,1,H,O,Arsenal,Stoke City,1.5
2499,Fulham,Everton,0,1,A,U,1,2,A,O,1,3,A,O,Everton,Fulham,3
2500,Manchester United,Manchester City,0,1,A,U,1,5,A,O,1,6,A,O,Manchester City,Manchester United,3.6
2501,Liverpool,Norwich,1,0,H,U,0,1,A,U,1,1,D,U,Liverpool / Norwich,Liverpool / Norwich,5
2502,Aston Villa,West Brom,1,1,D,O,0,1,A,U,1,2,A,O,West Brom,Aston Villa,4
2503,Bolton,Sunderland,0,0,D,U,0,2,A,O,0,2,A,U,Sunderland,Bolton,3.2
2504,Newcastle Utd,Wigan,0,0,D,U,1,0,H,U,1,0,H,U,Newcastle Utd,Wigan,1.67
2505,Wolves,Swansea,0,2,A,O,2,0,H,O,2,2,D,O,Wolves / Swansea,Wolves / Swansea,3.4
2506,Newcastle Utd,Tottenham,0,1,A,U,2,1,H,O,2,2,D,O,Newcastle Utd / Tottenham,Newcastle Utd / Tottenham,3.25
2507,Arsenal,Sunderland,1,1,D,O,1,0,H,U,2,1,H,O,Arsenal,Sunderland,1.4
2508,West Brom,Wolves,1,0,H,U,1,0,H,U,2,0,H,U,West Brom,Wolves,2
2509,Chelsea,Everton,2,0,H,O,1,1,D,O,3,1,H,O,Chelsea,Everton,1.36
2510,Manchester City,Aston Villa,1,0,H,U,3,1,H,O,4,1,H,O,Manchester City,Aston Villa,1.33
2511,Norwich,Swansea,2,1,H,O,1,0,H,U,3,1,H,O,Norwich,Swansea,2.25
2512,QPR,Blackburn,1,1,D,O,0,0,D,U,1,1,D,U,QPR / Blackburn,QPR / Blackburn,3.5
2513,Stoke City,Fulham,0,0,D,U,2,0,H,O,2,0,H,U,Stoke City,Fulham,2.1
2514,Wigan,Bolton,1,2,A,O,0,1,A,U,1,3,A,O,Bolton,Wigan,3.1
2515,Liverpool,Manchester United,0,0,D,U,1,1,D,O,1,1,D,U,Liverpool / Manchester United,Liverpool / Manchester United,3.25
2516,Tottenham,Arsenal,1,0,H,U,1,1,D,O,2,1,H,O,Tottenham,Arsenal,2.2
2517,Fulham,QPR,3,0,H,O,3,0,H,O,6,0,H,O,Fulham,QPR,1.91
2518,Swansea,Stoke City,1,0,H,U,1,0,H,U,2,0,H,U,Swansea,Stoke City,2.5
2519,Bolton,Chelsea,0,4,A,O,1,1,D,O,1,5,A,O,Chelsea,Bolton,1.57
2520,Aston Villa,Wigan,1,0,H,U,1,0,H,U,2,0,H,U,Aston Villa,Wigan,1.62
2521,Blackburn,Manchester City,0,0,D,U,0,4,A,O,0,4,A,O,Manchester City,Blackburn,1.57
2522,Manchester United,Norwich,0,0,D,U,2,0,H,O,2,0,H,U,Manchester United,Norwich,1.13
2523,Sunderland,West Brom,2,2,D,O,0,0,D,U,2,2,D,O,Sunderland / West Brom,Sunderland / West Brom,3.25
2524,Wolves,Newcastle Utd,0,2,A,O,1,0,H,U,1,2,A,O,Newcastle Utd,Wolves,2.75
2525,Everton,Liverpool,0,0,D,U,0,2,A,O,0,2,A,U,Liverpool,Everton,2.29
2526,Norwich,Sunderland,1,0,H,U,1,1,D,O,2,1,H,O,Norwich,Sunderland,2.38
2527,QPR,Aston Villa,0,0,D,U,1,1,D,O,1,1,D,U,QPR / Aston Villa,QPR / Aston Villa,3.25
2528,Stoke City,Manchester United,0,1,A,U,1,0,H,U,1,1,D,U,Stoke City / Manchester United,Stoke City / Manchester United,3.6
2529,Arsenal,Bolton,0,0,D,U,3,0,H,O,3,0,H,O,Arsenal,Bolton,1.4
2530,Chelsea,Swansea,2,0,H,O,2,1,H,O,4,1,H,O,Chelsea,Swansea,1.2
2531,Liverpool,Wolves,2,0,H,O,0,1,A,U,2,1,H,O,Liverpool,Wolves,1.33
2532,Newcastle Utd,Blackburn,2,1,H,O,1,0,H,U,3,1,H,O,Newcastle Utd,Blackburn,1.8
2533,West Brom,Fulham,0,0,D,U,0,0,D,U,0,0,D,U,West Brom / Fulham,West Brom / Fulham,3.2
2534,Wigan,Tottenham,0,2,A,O,1,0,H,U,1,2,A,O,Tottenham,Wigan,2.2
2535,Manchester City,Everton,0,0,D,U,2,0,H,O,2,0,H,U,Manchester City,Everton,1.4
2536,Manchester United,Chelsea,3,0,H,O,0,1,A,U,3,1,H,O,Manchester United,Chelsea,1.8
2537,Fulham,Manchester City,0,1,A,U,2,1,H,O,2,2,D,O,Fulham / Manchester City,Fulham / Manchester City,3.8
2538,Sunderland,Stoke City,3,0,H,O,1,0,H,U,4,0,H,O,Sunderland,Stoke City,2.29
2539,Tottenham,Liverpool,1,0,H,U,3,0,H,O,4,0,H,O,Tottenham,Liverpool,2.5
2540,Aston Villa,Newcastle Utd,1,0,H,U,0,1,A,U,1,1,D,U,Aston Villa / Newcastle Utd,Aston Villa / Newcastle Utd,3.3
2541,Bolton,Norwich,0,2,A,O,1,0,H,U,1,2,A,O,Norwich,Bolton,4.33
2542,Everton,Wigan,1,1,D,O,2,0,H,O,3,1,H,O,Everton,Wigan,1.57
2543,Swansea,West Brom,2,0,H,O,1,0,H,U,3,0,H,O,Swansea,West Brom,2.38
2544,Wolves,QPR,0,2,A,O,0,1,A,U,0,3,A,O,QPR,Wolves,3.75
2545,Blackburn,Arsenal,1,2,A,O,3,1,H,O,4,3,H,O,Blackburn,Arsenal,3.75
2546,QPR,Newcastle Utd,0,0,D,U,0,0,D,U,0,0,D,U,QPR / Newcastle Utd,QPR / Newcastle Utd,3.2
2547,Fulham,Blackburn,1,1,D,O,0,0,D,U,1,1,D,U,Fulham / Blackburn,Fulham / Blackburn,3.5
2548,Norwich,West Brom,0,1,A,U,0,0,D,U,0,1,A,U,West Brom,Norwich,2.75
2549,Bolton,Manchester United,0,3,A,O,0,2,A,O,0,5,A,O,Manchester United,Bolton,1.44
2550,Everton,Aston Villa,1,0,H,U,1,2,A,O,2,2,D,O,Everton / Aston Villa,Everton / Aston Villa,3.3
2551,Manchester City,Wigan,1,0,H,U,2,0,H,O,3,0,H,O,Manchester City,Wigan,1.2
2552,Stoke City,Liverpool,1,0,H,U,0,0,D,U,1,0,H,U,Stoke City,Liverpool,3.5
2553,Sunderland,Chelsea,0,1,A,U,1,1,D,O,1,2,A,O,Chelsea,Sunderland,1.67
2554,Wolves,Tottenham,0,0,D,U,0,2,A,O,0,2,A,U,Tottenham,Wolves,2.5
2555,Arsenal,Swansea,1,0,H,U,0,0,D,U,1,0,H,U,Arsenal,Swansea,1.5
2556,Manchester United,Arsenal,3,1,H,O,5,1,H,O,8,2,H,O,Manchester United,Arsenal,1.5
2557,West Brom,Stoke City,0,0,D,U,0,1,A,U,0,1,A,U,Stoke City,West Brom,3.3
2558,Tottenham,Manchester City,0,2,A,O,1,3,A,O,1,5,A,O,Manchester City,Tottenham,2.8
2559,Newcastle Utd,Fulham,0,0,D,U,2,1,H,O,2,1,H,O,Newcastle Utd,Fulham,2.1
2560,Liverpool,Bolton,1,0,H,U,2,1,H,O,3,1,H,O,Liverpool,Bolton,1.4
2561,Blackburn,Everton,0,0,D,U,0,1,A,U,0,1,A,U,Everton,Blackburn,2.4
2562,Chelsea,Norwich,1,0,H,U,2,1,H,O,3,1,H,O,Chelsea,Norwich,1.2
2563,Swansea,Sunderland,0,0,D,U,0,0,D,U,0,0,D,U,Swansea / Sunderland,Swansea / Sunderland,3.3
2564,Wigan,QPR,1,0,H,U,1,0,H,U,2,0,H,U,Wigan,QPR,2.2
2565,Aston Villa,Wolves,0,0,D,U,0,0,D,U,0,0,D,U,Aston Villa / Wolves,Aston Villa / Wolves,3.5
2566,Manchester United,Tottenham,0,0,D,U,3,0,H,O,3,0,H,O,Manchester United,Tottenham,1.53
2567,Bolton,Manchester City,1,2,A,O,1,1,D,O,2,3,A,O,Manchester City,Bolton,1.8
2568,Wolves,Fulham,2,0,H,O,0,0,D,U,2,0,H,U,Wolves,Fulham,2.29
2569,Norwich,Stoke City,1,0,H,U,0,1,A,U,1,1,D,U,Norwich / Stoke City,Norwich / Stoke City,3.25
2570,Chelsea,West Brom,0,1,A,U,2,0,H,O,2,1,H,O,Chelsea,West Brom,1.22
2571,Aston Villa,Blackburn,2,0,H,O,1,1,D,O,3,1,H,O,Aston Villa,Blackburn,1.8
2572,Everton,QPR,0,1,A,U,0,0,D,U,0,1,A,U,QPR,Everton,6
2573,Swansea,Wigan,0,0,D,U,0,0,D,U,0,0,D,U,Swansea / Wigan,Swansea / Wigan,3.3
2574,Arsenal,Liverpool,0,0,D,U,0,2,A,O,0,2,A,U,Liverpool,Arsenal,3.2
2575,Sunderland,Newcastle Utd,0,0,D,U,0,1,A,U,0,1,A,U,Newcastle Utd,Sunderland,3.4
2576,Manchester City,Swansea,0,0,D,U,4,0,H,O,4,0,H,O,Manchester City,Swansea,1.25
2577,West Brom,Manchester United,1,1,D,O,0,1,A,U,1,2,A,O,Manchester United,West Brom,1.5
2578,Stoke City,Chelsea,0,0,D,U,0,0,D,U,0,0,D,U,Stoke City / Chelsea,Stoke City / Chelsea,3.6
2579,Newcastle Utd,Arsenal,0,0,D,U,0,0,D,U,0,0,D,U,Newcastle Utd / Arsenal,Newcastle Utd / Arsenal,3.5
2580,Blackburn,Wolves,1,1,D,O,0,1,A,U,1,2,A,O,Wolves,Blackburn,3.75
2581,Fulham,Aston Villa,0,0,D,U,0,0,D,U,0,0,D,U,Fulham / Aston Villa,Fulham / Aston Villa,3.25
2582,Liverpool,Sunderland,1,0,H,U,0,1,A,U,1,1,D,U,Liverpool / Sunderland,Liverpool / Sunderland,4.5
2583,QPR,Bolton,0,1,A,U,0,3,A,O,0,4,A,O,Bolton,QPR,2.88
2584,Wigan,Norwich,1,1,D,O,0,0,D,U,1,1,D,U,Wigan / Norwich,Wigan / Norwich,3.5
2585,Aston Villa,Liverpool,1,0,H,U,0,0,D,U,1,0,H,U,Aston Villa,Liverpool,3
2586,Bolton,Manchester City,0,1,A,U,0,1,A,U,0,2,A,U,Manchester City,Bolton,2
2587,Everton,Chelsea,0,0,D,U,1,0,H,U,1,0,H,U,Everton,Chelsea,3.4
2588,Fulham,Arsenal,1,1,D,O,1,1,D,O,2,2,D,O,Fulham / Arsenal,Fulham / Arsenal,3.5
2589,Manchester United,Blackpool,1,1,D,O,3,1,H,O,4,2,H,O,Manchester United,Blackpool,1.53
2590,Newcastle Utd,West Brom,2,0,H,O,1,3,A,O,3,3,D,O,Newcastle Utd / West Brom,Newcastle Utd / West Brom,3.4
2591,Stoke City,Wigan,0,0,D,U,0,1,A,U,0,1,A,U,Wigan,Stoke City,2.75
2592,Tottenham,Birmingham,0,0,D,U,2,1,H,O,2,1,H,O,Tottenham,Birmingham,1.5
2593,West Ham,Sunderland,0,1,A,U,0,2,A,O,0,3,A,O,Sunderland,West Ham,3.5
2594,Wolves,Blackburn,0,3,A,O,2,0,H,O,2,3,A,O,Blackburn,Wolves,3.4
2595,Manchester City,Stoke City,1,0,H,U,2,0,H,O,3,0,H,O,Manchester City,Stoke City,1.44
2596,Arsenal,Aston Villa,0,2,A,O,1,0,H,U,1,2,A,O,Aston Villa,Arsenal,10
2597,Birmingham,Fulham,0,1,A,U,0,1,A,U,0,2,A,U,Fulham,Birmingham,2.88
2598,Liverpool,Tottenham,0,1,A,U,0,1,A,U,0,2,A,U,Tottenham,Liverpool,3.6
2599,Wigan,West Ham,0,2,A,O,3,0,H,O,3,2,H,O,Wigan,West Ham,2.1
2600,Chelsea,Newcastle Utd,1,1,D,O,1,1,D,O,2,2,D,O,Chelsea / Newcastle Utd,Chelsea / Newcastle Utd,6
2601,Blackburn,Manchester United,1,0,H,U,0,1,A,U,1,1,D,U,Blackburn / Manchester United,Blackburn / Manchester United,3.8
2602,Blackpool,Bolton,3,2,H,O,1,1,D,O,4,3,H,O,Blackpool,Bolton,2.2
2603,Sunderland,Wolves,1,1,D,O,0,2,A,O,1,3,A,O,Wolves,Sunderland,3
2604,West Brom,Everton,1,0,H,U,0,0,D,U,1,0,H,U,West Brom,Everton,2.38
2605,Manchester City,Tottenham,1,0,H,U,0,0,D,U,1,0,H,U,Manchester City,Tottenham,1.91
2606,Fulham,Liverpool,0,3,A,O,2,2,D,O,2,5,A,O,Liverpool,Fulham,2.5
2607,Manchester United,Chelsea,2,0,H,O,0,1,A,U,2,1,H,O,Manchester United,Chelsea,2.1
2608,Stoke City,Arsenal,2,0,H,O,1,1,D,O,3,1,H,O,Stoke City,Arsenal,4.5
2609,Wolves,West Brom,2,0,H,O,1,1,D,O,3,1,H,O,Wolves,West Brom,2.1
2610,Tottenham,Blackpool,0,0,D,U,1,1,D,O,1,1,D,U,Tottenham / Blackpool,Tottenham / Blackpool,5
2611,Aston Villa,Wigan,1,1,D,O,0,0,D,U,1,1,D,U,Aston Villa / Wigan,Aston Villa / Wigan,3.4
2612,Bolton,Sunderland,0,1,A,U,1,1,D,O,1,2,A,O,Sunderland,Bolton,4
2613,Everton,Manchester City,0,1,A,U,2,0,H,O,2,1,H,O,Everton,Manchester City,2.7
2614,Newcastle Utd,Birmingham,2,1,H,O,0,0,D,U,2,1,H,O,Newcastle Utd,Birmingham,1.83
2615,West Ham,Blackburn,0,1,A,U,1,0,H,U,1,1,D,U,West Ham / Blackburn,West Ham / Blackburn,3.4
2616,Manchester City,West Ham,2,1,H,O,0,0,D,U,2,1,H,O,Manchester City,West Ham,1.4
2617,Arsenal,Manchester United,0,0,D,U,1,0,H,U,1,0,H,U,Arsenal,Manchester United,2.5
2618,Birmingham,Wolves,1,1,D,O,0,0,D,U,1,1,D,U,Birmingham / Wolves,Birmingham / Wolves,3.25
2619,Liverpool,Newcastle Utd,1,0,H,U,2,0,H,O,3,0,H,O,Liverpool,Newcastle Utd,1.44
2620,Chelsea,Tottenham,1,1,D,O,1,0,H,U,2,1,H,O,Chelsea,Tottenham,1.53
2621,Blackburn,Bolton,1,0,H,U,0,0,D,U,1,0,H,U,Blackburn,Bolton,2.2
2622,Blackpool,Stoke City,0,0,D,U,0,0,D,U,0,0,D,U,Blackpool / Stoke City,Blackpool / Stoke City,3.25
2623,Sunderland,Fulham,0,1,A,U,0,2,A,O,0,3,A,O,Fulham,Sunderland,3.4
2624,West Brom,Aston Villa,0,1,A,U,2,0,H,O,2,1,H,O,West Brom,Aston Villa,2.2
2625,Wigan,Everton,1,0,H,U,0,1,A,U,1,1,D,U,Wigan / Everton,Wigan / Everton,3.25
2626,Fulham,Bolton,1,0,H,U,2,0,H,O,3,0,H,O,Fulham,Bolton,1.91
2627,Stoke City,Wolves,2,0,H,O,1,0,H,U,3,0,H,O,Stoke City,Wolves,1.91
2628,Blackburn,Manchester City,0,0,D,U,0,1,A,U,0,1,A,U,Manchester City,Blackburn,2.1
2629,Bolton,Arsenal,1,0,H,U,1,1,D,O,2,1,H,O,Bolton,Arsenal,4
2630,Chelsea,West Ham,1,0,H,U,2,0,H,O,3,0,H,O,Chelsea,West Ham,1.25
2631,Aston Villa,Stoke City,1,1,D,O,0,0,D,U,1,1,D,U,Aston Villa / Stoke City,Aston Villa / Stoke City,3.3
2632,Blackpool,Newcastle Utd,1,1,D,O,0,0,D,U,1,1,D,U,Blackpool / Newcastle Utd,Blackpool / Newcastle Utd,3.25
2633,Sunderland,Wigan,0,0,D,U,4,2,H,O,4,2,H,O,Sunderland,Wigan,2
2634,Wolves,Fulham,1,0,H,U,0,1,A,U,1,1,D,U,Wolves / Fulham,Wolves / Fulham,3.25
2635,Liverpool,Birmingham,2,0,H,O,3,0,H,O,5,0,H,O,Liverpool,Birmingham,1.44
2636,Tottenham,West Brom,1,1,D,O,1,1,D,O,2,2,D,O,Tottenham / West Brom,Tottenham / West Brom,3.6
2637,Manchester United,Everton,0,0,D,U,1,0,H,U,1,0,H,U,Manchester United,Everton,1.44
2638,Chelsea,Birmingham,2,0,H,O,1,1,D,O,3,1,H,O,Chelsea,Birmingham,1.2
2639,Tottenham,Arsenal,2,3,A,O,1,0,H,U,3,3,D,O,Tottenham / Arsenal,Tottenham / Arsenal,3.25
2640,Newcastle Utd,Manchester United,0,0,D,U,0,0,D,U,0,0,D,U,Newcastle Utd / Manchester United,Newcastle Utd / Manchester United,3.75
2641,Arsenal,Liverpool,0,0,D,U,1,1,D,O,1,1,D,U,Arsenal / Liverpool,Arsenal / Liverpool,3.6
2642,Birmingham,Sunderland,1,0,H,U,1,0,H,U,2,0,H,U,Birmingham,Sunderland,2.25
2643,Blackpool,Wigan,0,2,A,O,1,1,D,O,1,3,A,O,Wigan,Blackpool,3.1
2644,Everton,Blackburn,0,0,D,U,2,0,H,O,2,0,H,U,Everton,Blackburn,1.67
2645,West Brom,Chelsea,1,3,A,O,0,0,D,U,1,3,A,O,Chelsea,West Brom,1.67
2646,West Ham,Aston Villa,1,1,D,O,0,1,A,U,1,2,A,O,Aston Villa,West Ham,3
2647,Liverpool,Manchester City,3,0,H,O,0,0,D,U,3,0,H,O,Liverpool,Manchester City,2.4
2648,Aston Villa,Newcastle Utd,1,0,H,U,0,0,D,U,1,0,H,U,Aston Villa,Newcastle Utd,2
2649,Blackpool,Arsenal,0,2,A,O,1,1,D,O,1,3,A,O,Arsenal,Blackpool,1.44
2650,Blackburn,Birmingham,1,1,D,O,0,0,D,U,1,1,D,U,Blackburn / Birmingham,Blackburn / Birmingham,3.25
2651,Bolton,West Ham,2,0,H,O,1,0,H,U,3,0,H,O,Bolton,West Ham,2
2652,Chelsea,Wigan,0,0,D,U,1,0,H,U,1,0,H,U,Chelsea,Wigan,1.17
2653,Manchester United,Fulham,2,0,H,O,0,0,D,U,2,0,H,U,Manchester United,Fulham,1.4
2654,Sunderland,West Brom,2,1,H,O,0,2,A,O,2,3,A,O,West Brom,Sunderland,4
2655,Tottenham,Stoke City,3,2,H,O,0,0,D,U,3,2,H,O,Tottenham,Stoke City,1.62
2656,Wolves,Everton,0,3,A,O,0,0,D,U,0,3,A,O,Everton,Wolves,2.6
2657,Manchester City,Sunderland,2,0,H,O,3,0,H,O,5,0,H,O,Manchester City,Sunderland,1.44
2658,Fulham,Blackpool,2,0,H,O,1,0,H,U,3,0,H,O,Fulham,Blackpool,1.5
2659,Arsenal,Blackburn,0,0,D,U,0,0,D,U,0,0,D,U,Arsenal / Blackburn,Arsenal / Blackburn,5
2660,Birmingham,Bolton,1,0,H,U,1,1,D,O,2,1,H,O,Birmingham,Bolton,2.38
2661,Everton,Aston Villa,1,0,H,U,1,2,A,O,2,2,D,O,Everton / Aston Villa,Everton / Aston Villa,3.5
2662,Newcastle Utd,Wolves,2,0,H,O,2,1,H,O,4,1,H,O,Newcastle Utd,Wolves,1.91
2663,Stoke City,Chelsea,1,1,D,O,0,0,D,U,1,1,D,U,Stoke City / Chelsea,Stoke City / Chelsea,3.6
2664,West Brom,Liverpool,0,0,D,U,2,1,H,O,2,1,H,O,West Brom,Liverpool,2.7
2665,Wigan,Tottenham,0,0,D,U,0,0,D,U,0,0,D,U,Wigan / Tottenham,Wigan / Tottenham,3.25
2666,West Ham,Manchester United,2,0,H,O,0,4,A,O,2,4,A,O,Manchester United,West Ham,1.73
2667,Chelsea,Manchester City,0,0,D,U,2,0,H,O,2,0,H,U,Chelsea,Manchester City,1.73
2668,Sunderland,Liverpool,0,1,A,U,0,1,A,U,0,2,A,U,Liverpool,Sunderland,2.5
2669,Everton,Fulham,1,0,H,U,1,1,D,O,2,1,H,O,Everton,Fulham,1.73
2670,Aston Villa,Wolves,0,1,A,U,0,0,D,U,0,1,A,U,Wolves,Aston Villa,4.33
2671,Blackburn,Blackpool,0,2,A,O,2,0,H,O,2,2,D,O,Blackburn / Blackpool,Blackburn / Blackpool,3.4
2672,Manchester United,Bolton,0,0,D,U,1,0,H,U,1,0,H,U,Manchester United,Bolton,1.36
2673,Stoke City,Newcastle Utd,1,0,H,U,3,0,H,O,4,0,H,O,Stoke City,Newcastle Utd,2.29
2674,West Brom,Arsenal,1,0,H,U,1,2,A,O,2,2,D,O,West Brom / Arsenal,West Brom / Arsenal,3.4
2675,Wigan,Birmingham,1,1,D,O,1,0,H,U,2,1,H,O,Wigan,Birmingham,2.38
2676,Tottenham,West Ham,0,0,D,U,0,0,D,U,0,0,D,U,Tottenham / West Ham,Tottenham / West Ham,3.6
2677,Everton,Birmingham,1,1,D,O,0,0,D,U,1,1,D,U,Everton / Birmingham,Everton / Birmingham,3.8
2678,Blackpool,Chelsea,0,1,A,U,1,2,A,O,1,3,A,O,Chelsea,Blackpool,1.33
2679,Wolves,Tottenham,2,2,D,O,1,1,D,O,3,3,D,O,Wolves / Tottenham,Wolves / Tottenham,3.25
2680,Liverpool,Manchester United,2,0,H,O,1,1,D,O,3,1,H,O,Liverpool,Manchester United,2.9
2681,Manchester City,Wigan,1,0,H,U,0,0,D,U,1,0,H,U,Manchester City,Wigan,1.29
2682,Bolton,Aston Villa,1,1,D,O,2,1,H,O,3,2,H,O,Bolton,Aston Villa,2.29
2683,Fulham,Blackburn,1,1,D,O,2,1,H,O,3,2,H,O,Fulham,Blackburn,1.8
2684,Newcastle Utd,Everton,1,2,A,O,0,0,D,U,1,2,A,O,Everton,Newcastle Utd,2.5
2685,Arsenal,Sunderland,0,0,D,U,0,0,D,U,0,0,D,U,Arsenal / Sunderland,Arsenal / Sunderland,4.33
2686,West Ham,Stoke City,2,0,H,O,1,0,H,U,3,0,H,O,West Ham,Stoke City,2.25
2687,Birmingham,West Brom,0,0,D,U,1,3,A,O,1,3,A,O,West Brom,Birmingham,3.25
2688,Chelsea,Manchester United,0,1,A,U,2,0,H,O,2,1,H,O,Chelsea,Manchester United,2.2
2689,Stoke City,West Brom,0,0,D,U,1,1,D,O,1,1,D,U,Stoke City / West Brom,Stoke City / West Brom,3.3
2690,Manchester City,Fulham,1,0,H,U,0,1,A,U,1,1,D,U,Manchester City / Fulham,Manchester City / Fulham,4
2691,West Ham,Liverpool,2,0,H,O,1,1,D,O,3,1,H,O,West Ham,Liverpool,3.5
2692,Aston Villa,Blackburn,0,0,D,U,4,1,H,O,4,1,H,O,Aston Villa,Blackburn,1.8
2693,Everton,Sunderland,2,0,H,O,0,0,D,U,2,0,H,U,Everton,Sunderland,1.73
2694,Newcastle Utd,Bolton,1,1,D,O,0,0,D,U,1,1,D,U,Newcastle Utd / Bolton,Newcastle Utd / Bolton,3.25
2695,Wigan,Manchester United,0,1,A,U,0,3,A,O,0,4,A,O,Manchester United,Wigan,1.4
2696,Wolves,Blackpool,1,0,H,U,3,0,H,O,4,0,H,O,Wolves,Blackpool,1.91
2697,Arsenal,Stoke City,1,0,H,U,0,0,D,U,1,0,H,U,Arsenal,Stoke City,1.3
2698,Blackpool,Tottenham,2,0,H,O,1,1,D,O,3,1,H,O,Blackpool,Tottenham,4
2699,West Brom,Wolves,0,1,A,U,1,0,H,U,1,1,D,U,West Brom / Wolves,West Brom / Wolves,3.25
2700,Birmingham,Newcastle Utd,0,1,A,U,0,1,A,U,0,2,A,U,Newcastle Utd,Birmingham,2.8
2701,Fulham,Chelsea,0,0,D,U,0,0,D,U,0,0,D,U,Fulham / Chelsea,Fulham / Chelsea,3.6
2702,Bolton,Everton,1,0,H,U,1,0,H,U,2,0,H,U,Bolton,Everton,2.5
2703,Sunderland,Tottenham,1,1,D,O,0,1,A,U,1,2,A,O,Tottenham,Sunderland,2.4
2704,Arsenal,Wolves,1,0,H,U,1,0,H,U,2,0,H,U,Arsenal,Wolves,1.17
2705,Birmingham,Stoke City,0,0,D,U,1,0,H,U,1,0,H,U,Birmingham,Stoke City,2.4
2706,Blackburn,Newcastle Utd,0,0,D,U,0,0,D,U,0,0,D,U,Blackburn / Newcastle Utd,Blackburn / Newcastle Utd,3.3
2707,Blackpool,Aston Villa,1,1,D,O,0,0,D,U,1,1,D,U,Blackpool / Aston Villa,Blackpool / Aston Villa,3.25
2708,Liverpool,Wigan,1,0,H,U,0,1,A,U,1,1,D,U,Liverpool / Wigan,Liverpool / Wigan,4.2
2709,West Brom,West Ham,3,0,H,O,0,3,A,O,3,3,D,O,West Brom / West Ham,West Brom / West Ham,3.4
2710,Manchester United,Manchester City,1,0,H,U,1,1,D,O,2,1,H,O,Manchester United,Manchester City,1.8
2711,Chelsea,Liverpool,0,0,D,U,0,1,A,U,0,1,A,U,Liverpool,Chelsea,5
2712,West Ham,Birmingham,0,0,D,U,0,1,A,U,0,1,A,U,Birmingham,West Ham,3.25
2713,Wolves,Manchester United,2,1,H,O,0,0,D,U,2,1,H,O,Wolves,Manchester United,7
2714,Aston Villa,Fulham,1,0,H,U,1,2,A,O,2,2,D,O,Aston Villa / Fulham,Aston Villa / Fulham,3.4
2715,Everton,Blackpool,1,1,D,O,4,2,H,O,5,3,H,O,Everton,Blackpool,1.5
2716,Manchester City,West Brom,3,0,H,O,0,0,D,U,3,0,H,O,Manchester City,West Brom,1.4
2717,Newcastle Utd,Arsenal,0,4,A,O,4,0,H,O,4,4,D,O,Newcastle Utd / Arsenal,Newcastle Utd / Arsenal,3.5
2718,Tottenham,Bolton,1,0,H,U,1,1,D,O,2,1,H,O,Tottenham,Bolton,1.5
