Match_ID,Home_team,Away_team,FirstHalf_H,FirstHalf_A,FirstHalf_R,FH_Over_Under_1.5,SecondHalf_H,SecondHalf_A,SecondHalf_R,SH_Over_Under_1.5,Final_H,Final_A,Final_R,F_Over_Under_2.5,Winning_Team,Losing_Team,Payout_Winning Team
898,Newcastle Utd,Aston Villa,1,0,H,U,0,1,A,U,1,1,D,U,Newcastle Utd / Aston Villa,Newcastle Utd / Aston Villa,3.3
899,Chelsea,Sunderland,2,0,H,O,1,1,D,O,3,1,H,O,Chelsea,Sunderland,1.25
900,Everton,Leicester,1,1,D,O,1,2,A,O,2,3,A,O,Leicester,Everton,3.8
901,Manchester United,Norwich,0,1,A,U,1,1,D,O,1,2,A,O,Norwich,Manchester United,11
902,Southampton,Tottenham,0,2,A,O,0,0,D,U,0,2,A,U,Tottenham,Southampton,3.1
903,Stoke City,Crystal Palace,0,1,A,U,1,1,D,O,1,2,A,O,Crystal Palace,Stoke City,3.1
904,West Brom,Bournemouth,0,0,D,U,1,2,A,O,1,2,A,O,Bournemouth,West Brom,3.3
905,Leicester,Chelsea,1,0,H,U,1,1,D,O,2,1,H,O,Leicester,Chelsea,3.2
906,Liverpool,West Brom,1,1,D,O,1,1,D,O,2,2,D,O,Liverpool / West Brom,Liverpool / West Brom,4.5
907,Tottenham,Newcastle Utd,1,0,H,U,0,2,A,O,1,2,A,O,Newcastle Utd,Tottenham,7.5
908,Aston Villa,Arsenal,0,2,A,O,0,0,D,U,0,2,A,U,Arsenal,Aston Villa,1.44
909,Bournemouth,Manchester United,1,1,D,O,1,0,H,U,2,1,H,O,Bournemouth,Manchester United,4.5
910,Crystal Palace,Southampton,1,0,H,U,0,0,D,U,1,0,H,U,Crystal Palace,Southampton,2.4
911,Manchester City,Swansea,1,0,H,U,1,1,D,O,2,1,H,O,Manchester City,Swansea,1.25
912,Sunderland,Watford,0,1,A,U,0,0,D,U,0,1,A,U,Watford,Sunderland,2.6
913,West Ham,Stoke City,0,0,D,U,0,0,D,U,0,0,D,U,West Ham / Stoke City,West Ham / Stoke City,3.3
914,Norwich,Everton,0,1,A,U,1,0,H,U,1,1,D,U,Norwich / Everton,Norwich / Everton,3.3
915,Everton,Crystal Palace,0,0,D,U,1,1,D,O,1,1,D,U,Everton / Crystal Palace,Everton / Crystal Palace,3.6
916,Newcastle Utd,Liverpool,0,0,D,U,2,0,H,O,2,0,H,U,Newcastle Utd,Liverpool,4
917,Chelsea,Bournemouth,0,0,D,U,0,1,A,U,0,1,A,U,Bournemouth,Chelsea,8
918,Arsenal,Sunderland,1,1,D,O,2,0,H,O,3,1,H,O,Arsenal,Sunderland,1.2
919,Manchester United,West Ham,0,0,D,U,0,0,D,U,0,0,D,U,Manchester United / West Ham,Manchester United / West Ham,4.33
920,Southampton,Aston Villa,0,1,A,U,1,0,H,U,1,1,D,U,Southampton / Aston Villa,Southampton / Aston Villa,4
921,Swansea,Leicester,0,2,A,O,0,1,A,U,0,3,A,O,Leicester,Swansea,2.9
922,Watford,Norwich,1,0,H,U,1,0,H,U,2,0,H,U,Watford,Norwich,2.05
923,West Brom,Tottenham,1,1,D,O,0,0,D,U,1,1,D,U,West Brom / Tottenham,West Brom / Tottenham,3.4
924,Stoke City,Manchester City,2,0,H,O,0,0,D,U,2,0,H,U,Stoke City,Manchester City,4.5
925,Liverpool,Swansea,0,0,D,U,1,0,H,U,1,0,H,U,Liverpool,Swansea,1.67
926,Norwich,Arsenal,1,1,D,O,0,0,D,U,1,1,D,U,Norwich / Arsenal,Norwich / Arsenal,4.33
927,West Ham,West Brom,1,0,H,U,0,1,A,U,1,1,D,U,West Ham / West Brom,West Ham / West Brom,3.5
928,Tottenham,Chelsea,0,0,D,U,0,0,D,U,0,0,D,U,Tottenham / Chelsea,Tottenham / Chelsea,3.25
929,Leicester,Manchester United,1,1,D,O,0,0,D,U,1,1,D,U,Leicester / Manchester United,Leicester / Manchester United,3.4
930,Aston Villa,Watford,1,1,D,O,1,2,A,O,2,3,A,O,Watford,Aston Villa,3
931,Bournemouth,Everton,0,2,A,O,3,1,H,O,3,3,D,O,Bournemouth / Everton,Bournemouth / Everton,3.4
932,Crystal Palace,Newcastle Utd,3,1,H,O,2,0,H,O,5,1,H,O,Crystal Palace,Newcastle Utd,1.73
933,Manchester City,Southampton,2,0,H,O,1,1,D,O,3,1,H,O,Manchester City,Southampton,1.4
934,Sunderland,Stoke City,0,0,D,U,2,0,H,O,2,0,H,U,Sunderland,Stoke City,3.1
935,Crystal Palace,Sunderland,0,0,D,U,0,1,A,U,0,1,A,U,Sunderland,Crystal Palace,5.25
936,Tottenham,West Ham,2,0,H,O,2,1,H,O,4,1,H,O,Tottenham,West Ham,1.67
937,Manchester City,Liverpool,1,3,A,O,0,1,A,U,1,4,A,O,Liverpool,Manchester City,4.2
938,Chelsea,Norwich,0,0,D,U,1,0,H,U,1,0,H,U,Chelsea,Norwich,1.44
939,Everton,Aston Villa,3,0,H,O,1,0,H,U,4,0,H,O,Everton,Aston Villa,1.57
940,Newcastle Utd,Leicester,0,1,A,U,0,2,A,O,0,3,A,O,Leicester,Newcastle Utd,2.5
941,Southampton,Stoke City,0,1,A,U,0,0,D,U,0,1,A,U,Stoke City,Southampton,5.25
942,Swansea,Bournemouth,2,2,D,O,0,0,D,U,2,2,D,O,Swansea / Bournemouth,Swansea / Bournemouth,3.8
943,West Brom,Arsenal,2,1,H,O,0,0,D,U,2,1,H,O,West Brom,Arsenal,6
944,Watford,Manchester United,0,1,A,U,1,1,D,O,1,2,A,O,Manchester United,Watford,1.7
945,Arsenal,Tottenham,0,1,A,U,1,0,H,U,1,1,D,U,Arsenal / Tottenham,Arsenal / Tottenham,3.75
946,Liverpool,Crystal Palace,1,1,D,O,0,1,A,U,1,2,A,O,Crystal Palace,Liverpool,5.5
947,Aston Villa,Manchester City,0,0,D,U,0,0,D,U,0,0,D,U,Aston Villa / Manchester City,Aston Villa / Manchester City,4
948,Stoke City,Chelsea,0,0,D,U,1,0,H,U,1,0,H,U,Stoke City,Chelsea,3.75
949,Leicester,Watford,0,0,D,U,2,1,H,O,2,1,H,O,Leicester,Watford,1.83
950,Manchester United,West Brom,0,0,D,U,2,0,H,O,2,0,H,U,Manchester United,West Brom,1.33
951,Norwich,Swansea,0,0,D,U,1,0,H,U,1,0,H,U,Norwich,Swansea,2.38
952,Sunderland,Southampton,0,0,D,U,0,1,A,U,0,1,A,U,Southampton,Sunderland,2
953,West Ham,Everton,1,1,D,O,0,0,D,U,1,1,D,U,West Ham / Everton,West Ham / Everton,3.25
954,Bournemouth,Newcastle Utd,0,1,A,U,0,0,D,U,0,1,A,U,Newcastle Utd,Bournemouth,3.3
955,Tottenham,Aston Villa,2,0,H,O,1,1,D,O,3,1,H,O,Tottenham,Aston Villa,1.44
956,Southampton,Bournemouth,2,0,H,O,0,0,D,U,2,0,H,U,Southampton,Bournemouth,1.53
957,Everton,Sunderland,2,1,H,O,4,1,H,O,6,2,H,O,Everton,Sunderland,1.44
958,Crystal Palace,Manchester United,0,0,D,U,0,0,D,U,0,0,D,U,Crystal Palace / Manchester United,Crystal Palace / Manchester United,3.6
959,Manchester City,Norwich,0,0,D,U,2,1,H,O,2,1,H,O,Manchester City,Norwich,1.22
960,Newcastle Utd,Stoke City,0,0,D,U,0,0,D,U,0,0,D,U,Newcastle Utd / Stoke City,Newcastle Utd / Stoke City,3.3
961,Swansea,Arsenal,0,0,D,U,0,3,A,O,0,3,A,O,Arsenal,Swansea,1.67
962,Watford,West Ham,1,0,H,U,1,0,H,U,2,0,H,U,Watford,West Ham,2.4
963,West Brom,Leicester,1,0,H,U,1,3,A,O,2,3,A,O,Leicester,West Brom,2.8
964,Chelsea,Liverpool,1,1,D,O,0,2,A,O,1,3,A,O,Liverpool,Chelsea,4.2
965,Liverpool,Southampton,0,0,D,U,1,1,D,O,1,1,D,U,Liverpool / Southampton,Liverpool / Southampton,3.5
966,Bournemouth,Tottenham,1,3,A,O,0,2,A,O,1,5,A,O,Tottenham,Bournemouth,2.4
967,Manchester United,Manchester City,0,0,D,U,0,0,D,U,0,0,D,U,Manchester United / Manchester City,Manchester United / Manchester City,3.4
968,Sunderland,Newcastle Utd,1,0,H,U,2,0,H,O,3,0,H,O,Sunderland,Newcastle Utd,2.6
969,Arsenal,Everton,2,1,H,O,0,0,D,U,2,1,H,O,Arsenal,Everton,1.5
970,Aston Villa,Swansea,0,0,D,U,1,2,A,O,1,2,A,O,Swansea,Aston Villa,2.6
971,Leicester,Crystal Palace,0,0,D,U,1,0,H,U,1,0,H,U,Leicester,Crystal Palace,2.4
972,Norwich,West Brom,0,0,D,U,0,1,A,U,0,1,A,U,West Brom,Norwich,4
973,Stoke City,Watford,0,1,A,U,0,1,A,U,0,2,A,U,Watford,Stoke City,3.2
974,West Ham,Chelsea,1,0,H,U,1,1,D,O,2,1,H,O,West Ham,Chelsea,4.2
975,Swansea,Stoke City,0,1,A,U,0,0,D,U,0,1,A,U,Stoke City,Swansea,4.5
976,Newcastle Utd,Norwich,3,2,H,O,3,0,H,O,6,2,H,O,Newcastle Utd,Norwich,2.3
977,Watford,Arsenal,0,0,D,U,0,3,A,O,0,3,A,O,Arsenal,Watford,1.62
978,Chelsea,Aston Villa,1,0,H,U,1,0,H,U,2,0,H,U,Chelsea,Aston Villa,1.25
979,Crystal Palace,West Ham,1,1,D,O,0,2,A,O,1,3,A,O,West Ham,Crystal Palace,3.4
980,Everton,Manchester United,0,2,A,O,0,1,A,U,0,3,A,O,Manchester United,Everton,2
981,Manchester City,Bournemouth,4,1,H,O,1,0,H,U,5,1,H,O,Manchester City,Bournemouth,1.22
982,Southampton,Leicester,2,0,H,O,0,2,A,O,2,2,D,O,Southampton / Leicester,Southampton / Leicester,3.75
983,West Brom,Sunderland,0,0,D,U,1,0,H,U,1,0,H,U,West Brom,Sunderland,1.8
984,Tottenham,Liverpool,0,0,D,U,0,0,D,U,0,0,D,U,Tottenham / Liverpool,Tottenham / Liverpool,3.4
985,Arsenal,Manchester United,3,0,H,O,0,0,D,U,3,0,H,O,Arsenal,Manchester United,2.1
986,Swansea,Tottenham,2,1,H,O,0,1,A,U,2,2,D,O,Swansea / Tottenham,Swansea / Tottenham,3.2
987,Everton,Liverpool,1,1,D,O,0,0,D,U,1,1,D,U,Everton / Liverpool,Everton / Liverpool,3.2
988,Chelsea,Southampton,1,1,D,O,0,2,A,O,1,3,A,O,Southampton,Chelsea,6
989,Aston Villa,Stoke City,0,0,D,U,0,1,A,U,0,1,A,U,Stoke City,Aston Villa,2.9
990,Bournemouth,Watford,1,1,D,O,0,0,D,U,1,1,D,U,Bournemouth / Watford,Bournemouth / Watford,3.3
991,Manchester City,Newcastle Utd,1,1,D,O,5,0,H,O,6,1,H,O,Manchester City,Newcastle Utd,1.2
992,Norwich,Leicester,0,1,A,U,1,1,D,O,1,2,A,O,Leicester,Norwich,2.9
993,Sunderland,West Ham,2,1,H,O,0,1,A,U,2,2,D,O,Sunderland / West Ham,Sunderland / West Ham,3.1
994,Crystal Palace,West Brom,0,0,D,U,2,0,H,O,2,0,H,U,Crystal Palace,West Brom,1.91
995,West Brom,Everton,1,0,H,U,1,3,A,O,2,3,A,O,Everton,West Brom,2.5
996,Watford,Crystal Palace,0,0,D,U,0,1,A,U,0,1,A,U,Crystal Palace,Watford,2.75
997,Newcastle Utd,Chelsea,1,0,H,U,1,2,A,O,2,2,D,O,Newcastle Utd / Chelsea,Newcastle Utd / Chelsea,3.6
998,Leicester,Arsenal,1,2,A,O,1,3,A,O,2,5,A,O,Arsenal,Leicester,1.75
999,Liverpool,Aston Villa,1,0,H,U,2,2,D,O,3,2,H,O,Liverpool,Aston Villa,1.4
1000,Manchester United,Sunderland,1,0,H,U,2,0,H,O,3,0,H,O,Manchester United,Sunderland,1.36
1001,Southampton,Swansea,1,0,H,U,2,1,H,O,3,1,H,O,Southampton,Swansea,
1002,Stoke City,Bournemouth,1,0,H,U,1,1,D,O,2,1,H,O,Stoke City,Bournemouth,2.25
1003,West Ham,Norwich,1,1,D,O,1,1,D,O,2,2,D,O,West Ham / Norwich,West Ham / Norwich,3.4
1004,Tottenham,Manchester City,1,1,D,O,3,0,H,O,4,1,H,O,Tottenham,Manchester City,4.33
1005,Liverpool,Norwich,0,0,D,U,1,1,D,O,1,1,D,U,Liverpool / Norwich,Liverpool / Norwich,4.2
1006,Southampton,Manchester United,1,1,D,O,1,2,A,O,2,3,A,O,Manchester United,Southampton,2.25
1007,Tottenham,Crystal Palace,0,0,D,U,1,0,H,U,1,0,H,U,Tottenham,Crystal Palace,1.8
1008,Manchester City,West Ham,1,2,A,O,0,0,D,U,1,2,A,O,West Ham,Manchester City,13
1009,Aston Villa,West Brom,0,1,A,U,0,0,D,U,0,1,A,U,West Brom,Aston Villa,3
1010,Bournemouth,Sunderland,2,0,H,O,0,0,D,U,2,0,H,U,Bournemouth,Sunderland,1.73
1011,Newcastle Utd,Watford,0,2,A,O,1,0,H,U,1,2,A,O,Watford,Newcastle Utd,2.9
1012,Stoke City,Leicester,2,0,H,O,0,2,A,O,2,2,D,O,Stoke City / Leicester,Stoke City / Leicester,3.3
1013,Swansea,Everton,0,0,D,U,0,0,D,U,0,0,D,U,Swansea / Everton,Swansea / Everton,3.4
1014,Chelsea,Arsenal,0,0,D,U,2,0,H,O,2,0,H,U,Chelsea,Arsenal,1.91
1015,West Ham,Newcastle Utd,1,0,H,U,1,0,H,U,2,0,H,U,West Ham,Newcastle Utd,2.2
1016,Leicester,Aston Villa,0,1,A,U,3,1,H,O,3,2,H,O,Leicester,Aston Villa,1.91
1017,Sunderland,Tottenham,0,0,D,U,0,1,A,U,0,1,A,U,Tottenham,Sunderland,2.1
1018,Manchester United,Liverpool,0,0,D,U,3,1,H,O,3,1,H,O,Manchester United,Liverpool,1.91
1019,Arsenal,Stoke City,1,0,H,U,1,0,H,U,2,0,H,U,Arsenal,Stoke City,1.36
1020,Crystal Palace,Manchester City,0,0,D,U,0,1,A,U,0,1,A,U,Manchester City,Crystal Palace,1.44
1021,Norwich,Bournemouth,1,0,H,U,2,1,H,O,3,1,H,O,Norwich,Bournemouth,2.05
1022,Watford,Swansea,0,0,D,U,1,0,H,U,1,0,H,U,Watford,Swansea,2.6
1023,West Brom,Southampton,0,0,D,U,0,0,D,U,0,0,D,U,West Brom / Southampton,West Brom / Southampton,3.3
1024,Everton,Chelsea,2,1,H,O,1,0,H,U,3,1,H,O,Everton,Chelsea,4.2
1025,Swansea,Manchester United,0,0,D,U,2,1,H,O,2,1,H,O,Swansea,Manchester United,3.8
1026,Southampton,Norwich,1,0,H,U,2,0,H,O,3,0,H,O,Southampton,Norwich,1.8
1027,Tottenham,Everton,0,0,D,U,0,0,D,U,0,0,D,U,Tottenham / Everton,Tottenham / Everton,3.5
1028,Aston Villa,Sunderland,2,1,H,O,0,1,A,U,2,2,D,O,Aston Villa / Sunderland,Aston Villa / Sunderland,3.3
1029,Bournemouth,Leicester,1,0,H,U,0,1,A,U,1,1,D,U,Bournemouth / Leicester,Bournemouth / Leicester,3.3
1030,Chelsea,Crystal Palace,0,0,D,U,1,2,A,O,1,2,A,O,Crystal Palace,Chelsea,7
1031,Liverpool,West Ham,0,2,A,O,0,1,A,U,0,3,A,O,West Ham,Liverpool,7
1032,Manchester City,Watford,0,0,D,U,2,0,H,O,2,0,H,U,Manchester City,Watford,1.22
1033,Stoke City,West Brom,0,1,A,U,0,0,D,U,0,1,A,U,West Brom,Stoke City,4.33
1034,Newcastle Utd,Arsenal,0,0,D,U,0,1,A,U,0,1,A,U,Arsenal,Newcastle Utd,1.67
1035,Arsenal,Liverpool,0,0,D,U,0,0,D,U,0,0,D,U,Arsenal / Liverpool,Arsenal / Liverpool,3.6
1036,Everton,Manchester City,0,0,D,U,0,2,A,O,0,2,A,U,Manchester City,Everton,1.75
1037,Watford,Southampton,0,0,D,U,0,0,D,U,0,0,D,U,Watford / Southampton,Watford / Southampton,3.25
1038,West Brom,Chelsea,1,3,A,O,1,0,H,U,2,3,A,O,Chelsea,West Brom,1.5
1039,Crystal Palace,Aston Villa,0,0,D,U,2,1,H,O,2,1,H,O,Crystal Palace,Aston Villa,2
1040,Leicester,Tottenham,0,0,D,U,1,1,D,O,1,1,D,U,Leicester / Tottenham,Leicester / Tottenham,3.3
1041,Norwich,Stoke City,1,1,D,O,0,0,D,U,1,1,D,U,Norwich / Stoke City,Norwich / Stoke City,3.25
1042,Sunderland,Swansea,0,1,A,U,1,0,H,U,1,1,D,U,Sunderland / Swansea,Sunderland / Swansea,3.2
1043,West Ham,Bournemouth,0,2,A,O,3,2,H,O,3,4,A,O,Bournemouth,West Ham,4
1044,Manchester United,Newcastle Utd,0,0,D,U,0,0,D,U,0,0,D,U,Manchester United / Newcastle Utd,Manchester United / Newcastle Utd,4.75
1045,Liverpool,Bournemouth,1,0,H,U,0,0,D,U,1,0,H,U,Liverpool,Bournemouth,1.4
1046,Manchester City,Chelsea,1,0,H,U,2,0,H,O,3,0,H,O,Manchester City,Chelsea,2.38
1047,Crystal Palace,Arsenal,1,1,D,O,0,1,A,U,1,2,A,O,Arsenal,Crystal Palace,1.8
1048,Sunderland,Norwich,0,2,A,O,1,1,D,O,1,3,A,O,Norwich,Sunderland,3.3
1049,Swansea,Newcastle Utd,1,0,H,U,1,0,H,U,2,0,H,U,Swansea,Newcastle Utd,2
1050,Tottenham,Stoke City,2,0,H,O,0,2,A,O,2,2,D,O,Tottenham / Stoke City,Tottenham / Stoke City,3.5
1051,Watford,West Brom,0,0,D,U,0,0,D,U,0,0,D,U,Watford / West Brom,Watford / West Brom,3.3
1052,West Ham,Leicester,0,2,A,O,1,0,H,U,1,2,A,O,Leicester,West Ham,3.75
1053,Southampton,Everton,0,2,A,O,0,1,A,U,0,3,A,O,Everton,Southampton,3.75
1054,Aston Villa,Manchester United,0,1,A,U,0,0,D,U,0,1,A,U,Manchester United,Aston Villa,1.62
1055,West Brom,Manchester City,0,2,A,O,0,1,A,U,0,3,A,O,Manchester City,West Brom,1.62
1056,Stoke City,Liverpool,0,0,D,U,0,1,A,U,0,1,A,U,Liverpool,Stoke City,2.38
1057,Arsenal,West Ham,0,1,A,U,0,1,A,U,0,2,A,U,West Ham,Arsenal,9
1058,Newcastle Utd,Southampton,1,1,D,O,1,1,D,O,2,2,D,O,Newcastle Utd / Southampton,Newcastle Utd / Southampton,3.3
1059,Chelsea,Swansea,2,1,H,O,0,1,A,U,2,2,D,O,Chelsea / Swansea,Chelsea / Swansea,5.5
1060,Bournemouth,Aston Villa,0,0,D,U,0,1,A,U,0,1,A,U,Aston Villa,Bournemouth,2.88
1061,Everton,Watford,0,1,A,U,2,1,H,O,2,2,D,O,Everton / Watford,Everton / Watford,3.6
1062,Leicester,Sunderland,3,0,H,O,1,2,A,O,4,2,H,O,Leicester,Sunderland,2.2
1063,Norwich,Crystal Palace,0,1,A,U,1,2,A,O,1,3,A,O,Crystal Palace,Norwich,2.63
1064,Manchester United,Tottenham,1,0,H,U,0,0,D,U,1,0,H,U,Manchester United,Tottenham,1.67
1065,Arsenal,West Brom,4,0,H,O,0,1,A,U,4,1,H,O,Arsenal,West Brom,1.25
1066,Aston Villa,Burnley,0,1,A,U,0,0,D,U,0,1,A,U,Burnley,Aston Villa,3.4
1067,Chelsea,Sunderland,1,1,D,O,2,0,H,O,3,1,H,O,Chelsea,Sunderland,1.33
1068,Crystal Palace,Swansea,0,0,D,U,1,0,H,U,1,0,H,U,Crystal Palace,Swansea,2.3
1069,Everton,Tottenham,0,1,A,U,0,0,D,U,0,1,A,U,Tottenham,Everton,2.75
1070,Hull City,Manchester United,0,0,D,U,0,0,D,U,0,0,D,U,Hull City / Manchester United,Hull City / Manchester United,3.75
1071,Leicester,QPR,2,0,H,O,3,1,H,O,5,1,H,O,Leicester,QPR,1.62
1072,Manchester City,Southampton,1,0,H,U,1,0,H,U,2,0,H,U,Manchester City,Southampton,1.53
1073,Newcastle Utd,West Ham,0,0,D,U,2,0,H,O,2,0,H,U,Newcastle Utd,West Ham,1.91
1074,Stoke City,Liverpool,5,0,H,O,1,1,D,O,6,1,H,O,Stoke City,Liverpool,3
1075,Arsenal,Sunderland,0,0,D,U,0,0,D,U,0,0,D,U,Arsenal / Sunderland,Arsenal / Sunderland,6
1076,West Brom,Chelsea,1,0,H,U,2,0,H,O,3,0,H,O,West Brom,Chelsea,4.75
1077,Manchester United,Arsenal,1,0,H,U,0,1,A,U,1,1,D,U,Manchester United / Arsenal,Manchester United / Arsenal,3.5
1078,Swansea,Manchester City,1,2,A,O,1,2,A,O,2,4,A,O,Manchester City,Swansea,1.75
1079,Liverpool,Crystal Palace,1,1,D,O,0,2,A,O,1,3,A,O,Crystal Palace,Liverpool,8.5
1080,Burnley,Stoke City,0,0,D,U,0,0,D,U,0,0,D,U,Burnley / Stoke City,Burnley / Stoke City,3.2
1081,QPR,Newcastle Utd,0,1,A,U,2,0,H,O,2,1,H,O,QPR,Newcastle Utd,2
1082,Sunderland,Leicester,0,0,D,U,0,0,D,U,0,0,D,U,Sunderland / Leicester,Sunderland / Leicester,3.3
1083,Tottenham,Hull City,0,0,D,U,2,0,H,O,2,0,H,U,Tottenham,Hull City,1.53
1084,West Ham,Everton,0,0,D,U,1,2,A,O,1,2,A,O,Everton,West Ham,2.75
1085,Southampton,Aston Villa,5,1,H,O,1,0,H,U,6,1,H,O,Southampton,Aston Villa,1.62
1086,Arsenal,Swansea,0,0,D,U,0,1,A,U,0,1,A,U,Swansea,Arsenal,7.5
1087,Chelsea,Liverpool,1,1,D,O,0,0,D,U,1,1,D,U,Chelsea / Liverpool,Chelsea / Liverpool,3.75
1088,Manchester City,QPR,2,0,H,O,4,0,H,O,6,0,H,O,Manchester City,QPR,1.2
1089,Crystal Palace,Manchester United,0,1,A,U,1,1,D,O,1,2,A,O,Manchester United,Crystal Palace,1.73
1090,Aston Villa,West Ham,1,0,H,U,0,0,D,U,1,0,H,U,Aston Villa,West Ham,2.38
1091,Hull City,Burnley,0,0,D,U,0,1,A,U,0,1,A,U,Burnley,Hull City,3.4
1092,Leicester,Southampton,2,0,H,O,0,0,D,U,2,0,H,U,Leicester,Southampton,2.8
1093,Newcastle Utd,West Brom,1,1,D,O,0,0,D,U,1,1,D,U,Newcastle Utd / West Brom,Newcastle Utd / West Brom,3.25
1094,Stoke City,Tottenham,2,0,H,O,1,0,H,U,3,0,H,O,Stoke City,Tottenham,2.8
1095,Everton,Sunderland,0,0,D,U,0,2,A,O,0,2,A,U,Sunderland,Everton,5
1096,Hull City,Arsenal,0,3,A,O,1,0,H,U,1,3,A,O,Arsenal,Hull City,1.57
1097,Tottenham,Manchester City,0,1,A,U,0,0,D,U,0,1,A,U,Manchester City,Tottenham,1.91
1098,Chelsea,Crystal Palace,1,0,H,U,0,0,D,U,1,0,H,U,Chelsea,Crystal Palace,1.3
1099,Manchester United,West Brom,0,0,D,U,0,1,A,U,0,1,A,U,West Brom,Manchester United,9
1100,Aston Villa,Everton,2,0,H,O,1,2,A,O,3,2,H,O,Aston Villa,Everton,2.63
1101,Liverpool,QPR,1,0,H,U,1,1,D,O,2,1,H,O,Liverpool,QPR,1.33
1102,Sunderland,Southampton,1,1,D,O,1,0,H,U,2,1,H,O,Sunderland,Southampton,4
1103,Swansea,Stoke City,0,0,D,U,2,0,H,O,2,0,H,U,Swansea,Stoke City,2.1
1104,West Ham,Burnley,1,0,H,U,0,0,D,U,1,0,H,U,West Ham,Burnley,2
1105,Leicester,Newcastle Utd,2,0,H,O,1,0,H,U,3,0,H,O,Leicester,Newcastle Utd,2
1106,Leicester,Chelsea,1,0,H,U,0,3,A,O,1,3,A,O,Chelsea,Leicester,1.57
1107,Hull City,Liverpool,1,0,H,U,0,0,D,U,1,0,H,U,Hull City,Liverpool,4.75
1108,Arsenal,Chelsea,0,0,D,U,0,0,D,U,0,0,D,U,Arsenal / Chelsea,Arsenal / Chelsea,3.3
1109,Everton,Manchester United,2,0,H,O,1,0,H,U,3,0,H,O,Everton,Manchester United,3.2
1110,Manchester City,Aston Villa,1,0,H,U,2,2,D,O,3,2,H,O,Manchester City,Aston Villa,1.29
1111,Crystal Palace,Hull City,0,0,D,U,0,2,A,O,0,2,A,U,Hull City,Crystal Palace,4
1112,Newcastle Utd,Swansea,1,1,D,O,1,2,A,O,2,3,A,O,Swansea,Newcastle Utd,3.2
1113,QPR,West Ham,0,0,D,U,0,0,D,U,0,0,D,U,QPR / West Ham,QPR / West Ham,3.3
1114,Stoke City,Sunderland,1,1,D,O,0,0,D,U,1,1,D,U,Stoke City / Sunderland,Stoke City / Sunderland,3.5
1115,Burnley,Leicester,0,0,D,U,0,1,A,U,0,1,A,U,Leicester,Burnley,2.88
1116,West Brom,Liverpool,0,0,D,U,0,0,D,U,0,0,D,U,West Brom / Liverpool,West Brom / Liverpool,3.5
1117,Southampton,Tottenham,1,1,D,O,1,1,D,O,2,2,D,O,Southampton / Tottenham,Southampton / Tottenham,3.4
1118,Newcastle Utd,Tottenham,0,1,A,U,1,2,A,O,1,3,A,O,Tottenham,Newcastle Utd,2.2
1119,Manchester City,West Ham,2,0,H,O,0,0,D,U,2,0,H,U,Manchester City,West Ham,1.29
1120,Chelsea,Manchester United,1,0,H,U,0,0,D,U,1,0,H,U,Chelsea,Manchester United,1.8
1121,Crystal Palace,West Brom,0,1,A,U,0,1,A,U,0,2,A,U,West Brom,Crystal Palace,3.6
1122,Everton,Burnley,1,0,H,U,0,0,D,U,1,0,H,U,Everton,Burnley,1.57
1123,Leicester,Swansea,1,0,H,U,1,0,H,U,2,0,H,U,Leicester,Swansea,2.38
1124,Stoke City,Southampton,0,1,A,U,2,0,H,O,2,1,H,O,Stoke City,Southampton,3
1125,Liverpool,Newcastle Utd,1,0,H,U,1,0,H,U,2,0,H,U,Liverpool,Newcastle Utd,1.4
1126,Manchester United,Manchester City,2,1,H,O,2,1,H,O,4,2,H,O,Manchester United,Manchester City,2.5
1127,QPR,Chelsea,0,0,D,U,0,1,A,U,0,1,A,U,Chelsea,QPR,1.29
1128,Burnley,Arsenal,0,1,A,U,0,0,D,U,0,1,A,U,Arsenal,Burnley,1.5
1129,Southampton,Hull City,0,0,D,U,2,0,H,O,2,0,H,U,Southampton,Hull City,1.53
1130,Sunderland,Crystal Palace,0,0,D,U,1,4,A,O,1,4,A,O,Crystal Palace,Sunderland,3
1131,Tottenham,Aston Villa,0,1,A,U,0,0,D,U,0,1,A,U,Aston Villa,Tottenham,6.5
1132,West Brom,Leicester,2,1,H,O,0,2,A,O,2,3,A,O,Leicester,West Brom,4
1133,West Ham,Stoke City,1,0,H,U,0,1,A,U,1,1,D,U,West Ham / Stoke City,West Ham / Stoke City,3.4
1134,Swansea,Everton,0,1,A,U,1,0,H,U,1,1,D,U,Swansea / Everton,Swansea / Everton,3.3
1135,Aston Villa,QPR,2,1,H,O,1,2,A,O,3,3,D,O,Aston Villa / QPR,Aston Villa / QPR,3.3
1136,Crystal Palace,Manchester City,1,0,H,U,1,1,D,O,2,1,H,O,Crystal Palace,Manchester City,5
1137,Sunderland,Newcastle Utd,1,0,H,U,0,0,D,U,1,0,H,U,Sunderland,Newcastle Utd,2.5
1138,Burnley,Tottenham,0,0,D,U,0,0,D,U,0,0,D,U,Burnley / Tottenham,Burnley / Tottenham,3.4
1139,Chelsea,Stoke City,1,1,D,O,1,0,H,U,2,1,H,O,Chelsea,Stoke City,1.29
1140,Everton,Southampton,1,0,H,U,0,0,D,U,1,0,H,U,Everton,Southampton,2.5
1141,Leicester,West Ham,1,1,D,O,1,0,H,U,2,1,H,O,Leicester,West Ham,2.5
